,LotArea,1stFlrSF,2ndFlrSF,GrLivArea,OpenPorchSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageArea,Street,SalePrice
303,9768,960,0,960,70,1,0,2,1,5,1955,1955,330.0,Pave,162106.416145131
304,9900,1691,0,1691,67,1,0,2,1,5,1967,1967,550.0,Pave,164575.982314367
305,10573,1453,0,1453,49,2,0,3,1,6,1961,1961,530.0,Pave,179176.352180931
306,14695,1567,0,1567,110,2,0,2,1,5,1966,2008,542.0,Pave,177327.403857584
307,8760,1144,0,1144,0,1,0,3,1,6,1956,1956,286.0,Pave,177818.083761781
308,12285,1329,0,1329,0,1,1,3,1,5,1960,1960,441.0,Pave,186965.204048443
309,9240,988,0,988,0,2,0,3,1,6,1959,1998,297.0,Pave,178762.742169197
310,8750,1202,0,1202,35,1,0,3,1,6,1956,1956,304.0,Pave,183322.866146283
311,8750,1382,0,1382,0,1,0,3,1,6,1955,1955,350.0,Pave,178903.295931891
312,10400,1200,0,1200,189,1,0,3,1,6,1956,1956,294.0,Pave,186570.129421778
313,9482,1866,0,1866,0,2,0,4,2,8,1958,1958,495.0,Pave,199144.242829024
314,8128,1062,0,1062,0,1,0,3,1,6,1954,1954,297.0,Pave,172154.713310956
315,13070,1112,0,1112,0,1,0,2,1,5,1951,1951,480.0,Pave,177444.019201603
316,8480,793,0,793,0,1,0,2,1,4,1945,1950,240.0,Pave,166200.938073485
317,7626,1031,0,1031,0,1,0,2,1,5,1952,2005,230.0,Pave,158995.770555632
318,9533,1210,0,1210,0,1,1,2,1,7,1953,1953,616.0,Pave,168273.282454755
319,11419,801,726,1527,0,1,1,3,1,6,1948,1999,410.0,Pave,189680.453052788
320,9600,1200,0,1200,0,1,0,3,1,6,1950,1950,246.0,Pave,181681.021081956
321,5470,792,0,792,90,1,0,2,1,4,1958,1958,366.0,Pave,160277.142643643
322,10800,676,676,1352,0,2,0,4,1,7,1939,2006,720.0,Pave,197318.54715833
323,8146,717,322,1039,0,1,0,2,1,6,1900,2003,281.0,Pave,162228.935604196
324,10230,1078,0,1078,0,1,0,3,1,6,1925,1950,264.0,Pave,187340.455456083
325,10410,1313,0,2377,0,2,0,3,1,8,1915,1950,528.0,Pave,181065.347037275
326,7200,930,760,1690,0,2,0,4,1,5,1910,2008,624.0,Pave,190233.609102705
327,5400,599,0,599,81,1,0,2,1,4,1940,1950,0.0,Pave,157929.594852031
328,10800,846,0,846,0,1,0,2,1,4,1920,1950,576.0,Pave,168557.001935469
329,10800,725,0,725,30,1,1,1,1,4,1890,1998,320.0,Pave,160805.584645628
330,9671,1248,1296,2544,0,2,2,6,2,12,1969,1969,907.0,Pave,221648.391978216
331,10143,1380,0,1380,0,1,1,3,1,6,1963,1963,364.0,Pave,180539.88079815
332,11500,1040,0,1040,0,1,0,3,1,6,1967,1967,480.0,Pave,182105.616283853
333,8010,951,0,951,0,1,0,2,1,6,1958,2007,480.0,Pave,166380.852603154
334,10454,1105,0,1105,0,1,0,3,1,5,1957,1957,308.0,Pave,178942.155617426
335,9000,1142,0,1142,28,1,0,2,1,5,1958,1958,384.0,Pave,162804.747800461
336,8064,765,368,1133,0,1,0,3,1,5,1950,1950,900.0,Pave,183077.684392615
337,7350,1041,0,1041,0,1,0,3,1,6,1958,1958,294.0,Pave,171728.4720292
338,7200,732,0,732,68,1,0,2,1,4,1952,1952,240.0,Pave,164786.741540638
339,8000,1183,0,1183,0,1,0,3,1,6,1959,1959,288.0,Pave,177427.267170302
340,10800,832,629,1461,204,2,0,4,1,6,1949,1996,384.0,Pave,197318.54715833
341,8064,1064,0,1495,36,1,0,3,1,6,1948,1994,576.0,Pave,178658.114178223
342,7570,993,813,1806,55,1,1,4,1,8,1964,1964,483.0,Pave,185437.320523764
343,8604,941,0,941,40,1,0,2,1,4,1978,1978,564.0,Pave,169759.652489529
344,7936,1045,0,1045,0,1,0,3,1,6,1963,1963,264.0,Pave,173986.635055186
345,4080,861,517,1378,0,1,0,3,1,6,1935,1998,162.0,Pave,168607.664289468
346,10307,972,972,1944,28,2,0,4,2,12,1910,1950,324.0,Pave,194138.519145183
347,15660,810,496,1306,0,1,1,3,1,6,1910,2003,472.0,Pave,192502.440921994
348,9900,764,700,1464,0,2,0,3,1,7,1910,2002,0.0,Pave,176746.969818601
349,6406,868,690,1558,36,1,1,3,1,7,1939,1950,400.0,Pave,177604.891703134
350,7627,1101,600,1701,0,2,0,4,2,8,1920,1950,0.0,Pave,193283.746584832
351,10134,801,646,1447,0,1,0,3,1,6,1910,1950,0.0,Pave,181627.061006609
352,6000,768,560,1328,12,1,1,3,1,6,1950,1970,308.0,Pave,169071.62025834
353,7404,861,0,861,0,1,0,2,1,5,1920,1950,288.0,Pave,167398.006470987
354,5925,612,0,612,0,1,0,1,1,4,1940,1950,308.0,Pave,150106.505141704
355,8520,792,0,792,0,1,0,2,1,5,1923,1950,287.0,Pave,159650.304285848
356,9600,833,677,1510,0,2,0,3,1,7,1910,1950,720.0,Pave,179471.23597476
357,8400,1090,917,2007,235,2,0,3,1,8,1900,1950,357.0,Pave,177109.589956218
358,3600,664,624,1288,103,1,0,3,1,5,1917,2007,280.0,Pave,166558.113328453
359,3300,816,0,816,33,1,0,2,1,5,1910,1950,0.0,Pave,153796.714319583
360,5400,1044,0,1480,0,1,0,3,1,6,1920,1950,207.0,Pave,174520.152570658
361,9720,780,741,1521,0,1,0,4,1,8,1910,2002,640.0,Pave,196297.95829524
362,9392,797,0,797,36,1,0,2,1,5,1900,1950,0.0,Pave,169100.681601175
363,6615,1432,0,1432,61,1,0,3,1,6,1923,1950,216.0,Pave,176911.319164431
364,4960,1001,653,1654,60,2,0,3,1,7,1930,1982,336.0,Pave,169234.6454828
365,6000,822,320,1142,0,1,0,3,1,6,1924,1950,320.0,Pave,172386.297919134
366,6120,995,0,995,15,1,0,2,1,5,1925,1999,264.0,Pave,156031.904802362
367,6120,994,588,1582,0,2,0,3,1,6,1938,1950,250.0,Pave,168202.892306596
368,8635,1072,0,1072,0,1,0,2,1,5,1925,1950,1184.0,Pave,166505.984017547
369,8094,1048,720,1768,0,2,0,3,1,8,1915,1950,576.0,Pave,176507.37022149
370,9928,1272,672,1944,28,2,0,3,1,8,1915,1994,216.0,Pave,180116.752553161
371,3000,1088,1040,2128,56,2,0,4,2,11,1922,1950,0.0,Pave,183072.740591406
372,6876,1146,784,1930,0,2,0,4,1,8,1927,1950,316.0,Pave,189595.964677698
373,5775,741,686,1427,24,1,0,3,1,7,1915,2002,379.0,Pave,167523.919076265
374,5852,978,886,1864,188,2,1,6,1,9,1902,2000,0.0,Pave,210817.775863413
375,5160,1204,462,1666,0,1,0,3,1,4,1927,1950,384.0,Pave,172942.930813351
376,5160,892,0,892,0,1,0,1,1,5,1923,1950,0.0,Pave,145286.278144089
377,10320,754,649,1403,0,1,1,3,1,7,1915,1965,308.0,Pave,176468.653371492
378,4280,704,0,704,0,1,0,2,1,4,1946,2001,220.0,Pave,159040.069562187
379,10800,1200,0,1200,0,3,0,3,1,5,1987,1988,0.0,Pave,178518.204332507
380,10547,1152,0,1152,0,2,0,2,2,6,1978,1978,252.0,Pave,169163.980786825
381,9780,687,425,1112,0,2,0,4,1,6,1934,1950,226.0,Pave,189786.685274579
382,11625,1052,0,1052,215,1,1,3,1,6,1967,1967,668.0,Pave,181246.728523853
383,8014,1034,0,1034,0,1,0,3,1,5,1978,1978,504.0,Pave,176349.927153587
384,15400,904,611,1774,40,2,0,4,1,8,1961,1961,384.0,Pave,205266.631009142
385,15312,1138,0,1138,0,1,0,3,1,6,1960,1960,480.0,Pave,187397.993362224
386,15584,2071,0,2071,28,1,1,4,1,9,1956,1956,336.0,Pave,208943.427726113
387,9000,660,0,660,0,1,0,2,1,5,1947,1950,0.0,Pave,165014.532907657
388,15635,1383,0,1383,0,1,0,2,1,6,1954,1954,498.0,Pave,182492.037566236
389,9571,1073,0,1073,0,1,0,2,1,5,1956,1956,340.0,Pave,161718.71259042
390,9350,892,747,1639,50,1,1,3,1,6,1946,1950,240.0,Pave,180084.118941162
391,7440,1089,0,1089,0,1,0,3,1,5,1954,1954,252.0,Pave,178534.950802179
392,4235,1049,0,1049,105,2,0,2,1,5,1984,1984,266.0,Pave,151217.259961305
393,10778,1061,0,1061,36,1,1,1,1,4,1990,1991,462.0,Pave,156342.717587562
394,19255,1338,0,1338,0,1,1,2,1,5,1983,1983,576.0,Pave,188511.443835239
395,10560,1079,800,1879,100,2,1,3,1,8,1993,1994,473.0,Pave,183570.337896789
396,26400,1288,728,2016,0,1,0,4,1,7,1880,2007,576.0,Pave,225810.160292177
397,7018,1114,1114,2228,0,2,0,6,2,8,1979,1979,720.0,Pave,214217.401131694
398,7018,1535,0,1535,0,2,0,4,2,8,1979,1979,400.0,Pave,187665.64101603
399,7040,1229,0,1229,0,0,2,2,2,6,1979,1979,672.0,Pave,161157.177744039
400,7007,1513,0,1513,0,2,0,4,2,8,1979,1979,400.0,Pave,187643.992594193
401,11855,1168,1619,2787,0,4,2,6,2,8,2000,2000,820.0,Pave,228156.372839158
402,7939,1168,1619,2787,0,4,2,6,2,8,2000,2000,820.0,Pave,220449.534665317
403,7976,1168,1619,2787,0,4,2,6,2,8,2000,2000,820.0,Pave,220522.352084222
404,10933,1680,0,1680,24,1,1,1,1,8,2009,2009,1138.0,Pave,156647.763531624
405,10816,1720,0,1720,104,2,0,3,1,8,2008,2008,846.0,Pave,187388.833374873
406,9178,1468,0,1468,142,2,0,3,1,6,2008,2008,904.0,Pave,178640.723791573
407,11422,1838,0,1838,222,2,0,3,1,7,2007,2008,524.0,Pave,180847.216739049
408,6762,1290,0,1290,0,2,0,2,1,6,2007,2007,662.0,Pave,159505.170529478
409,10324,1254,0,1254,92,2,0,2,1,5,2008,2008,810.0,Pave,164305.538020654
410,11645,1498,0,1498,98,2,0,3,1,7,2005,2006,844.0,Pave,180181.19673723
411,11646,704,718,1422,28,2,1,3,1,7,2005,2006,440.0,Pave,184602.734989972
412,16698,944,815,1759,193,2,1,3,1,7,1992,1993,525.0,Pave,193440.372174434
413,9757,990,0,990,0,1,0,3,1,5,1994,1994,440.0,Pave,184199.788209911
414,14753,1463,0,1463,81,2,0,3,1,5,1998,1998,539.0,Pave,196241.892907637
415,8750,928,844,1772,96,2,1,3,1,7,1998,1998,492.0,Pave,175588.618271096
416,10739,1444,0,1444,40,2,0,3,1,6,2002,2001,577.0,Pave,179503.046546829
417,11166,1492,0,1492,114,2,0,3,1,6,2001,2001,608.0,Pave,183658.076582555
418,16269,907,0,907,0,1,0,3,1,5,1978,1978,343.0,Pave,193700.976276404
419,6950,914,0,914,0,1,0,2,1,5,1979,1979,444.0,Pave,165399.62450704
420,11664,1611,0,1611,93,2,0,3,1,6,2002,2002,1231.0,Pave,186847.944787446
421,12334,1068,1116,2184,132,2,1,4,1,8,2003,2003,570.0,Pave,198127.73287817
422,8749,840,885,1725,48,2,1,3,1,6,2002,2002,550.0,Pave,183320.898107934
423,11250,944,926,1870,43,2,1,3,1,6,2001,2001,608.0,Pave,181613.606696657
424,15750,1513,0,1513,34,2,0,2,1,5,1999,2000,521.0,Pave,178298.791761954
425,12782,1828,0,1828,144,2,0,3,1,7,2002,2003,523.0,Pave,185733.534000593
426,8750,1417,0,1417,0,2,0,3,1,7,1997,1998,511.0,Pave,180008.188485489
427,10200,1602,0,1602,48,2,0,3,1,7,2007,2007,810.0,Pave,175127.59621604
428,11069,608,788,1396,36,2,1,3,1,6,2007,2007,440.0,Pave,183467.176862723
429,10682,1149,0,1149,240,1,0,3,1,7,1960,1971,544.0,Pave,182705.546021743
430,3675,1072,0,1072,28,1,0,2,1,5,2005,2006,525.0,Pave,152324.943593181
431,6410,876,0,876,0,1,0,3,1,5,1959,1959,320.0,Pave,169878.515981342
432,11767,1368,0,1368,41,1,0,3,1,6,1950,1950,195.0,Pave,183735.975076576
433,10926,1678,0,1678,0,2,0,6,2,10,1959,1959,0.0,Pave,224118.280105941
434,11767,1560,0,1560,0,1,0,2,1,7,1956,1956,313.0,Pave,169355.202465146
435,8212,854,444,1298,0,1,0,3,1,6,1941,1950,256.0,Pave,180054.276407441
436,6300,832,436,1268,0,1,1,3,1,7,1938,1950,250.0,Pave,174081.601977368
437,5707,647,595,1242,96,1,1,3,1,6,1935,1950,180.0,Pave,168494.985022146
438,8574,1232,0,1232,0,1,0,3,1,6,1916,2000,440.0,Pave,181871.598843299
439,7155,628,600,1228,113,1,0,3,1,6,1918,1990,215.0,Pave,173554.489658383
440,13680,840,727,1567,21,1,1,2,1,6,1940,1950,440.0,Pave,169805.382165577
441,14680,1273,0,1273,0,1,0,2,1,5,1960,1960,307.0,Pave,176192.990728755
442,8145,1240,1240,2480,0,2,1,5,2,13,1940,1950,400.0,Pave,204264.39284654
443,9100,1112,0,1112,0,1,0,2,1,6,1954,1954,390.0,Pave,169630.906956928
444,13339,1561,0,1561,148,2,0,3,1,6,1960,1960,463.0,Pave,185724.838807268
445,15600,986,537,1523,0,2,0,3,1,7,1949,2005,295.0,Pave,195699.036281861
446,17500,1906,0,1906,201,1,1,3,1,6,1954,1954,576.0,Pave,189494.276162169
447,1733,516,516,1032,0,1,0,2,1,5,1980,1980,452.0,Pave,149607.905673439
448,1488,561,668,1229,0,1,1,2,1,5,1980,1992,462.0,Pave,154650.199045978
449,1612,561,668,1229,0,1,1,2,1,5,1980,1980,462.0,Pave,151579.558140433
450,13607,1182,800,1982,112,2,1,3,1,6,1986,1986,501.0,Pave,185147.380531144
451,17597,2365,0,2365,144,2,0,3,1,7,1971,2009,551.0,Pave,196314.53120359
452,8660,928,928,2168,160,2,0,5,1,11,1900,1993,576.0,Pave,210802.395364155
453,10200,572,0,572,0,1,0,2,1,4,1925,1950,200.0,Pave,166271.2863726
454,3843,1648,0,1648,53,2,0,2,1,5,2007,2008,482.0,Pave,154865.359142973
455,21780,810,0,810,24,1,0,1,1,4,1910,1950,280.0,Grvl,173575.5052865
456,10125,1040,1012,2052,91,2,1,3,1,7,2000,2001,642.0,Pave,179399.563554274
457,9750,926,0,926,0,1,0,2,1,5,1977,1977,351.0,Pave,164280.776562049
458,9360,1287,0,1287,39,1,1,2,1,5,1977,1977,541.0,Pave,171247.48948121
459,11070,1595,0,1595,0,2,0,2,1,5,1991,1991,672.0,Pave,166878.587182445
460,13438,2036,0,2036,154,2,0,3,1,9,2008,2008,780.0,Pave,188129.459710994
461,14463,1641,0,1641,95,2,0,3,1,7,2008,2008,885.0,Pave,183517.34369691
462,9839,1375,862,2237,24,2,1,3,1,7,1980,2006,440.0,Pave,175522.026925727
463,14419,1479,0,1479,238,2,1,3,1,7,1987,1989,578.0,Pave,190060.105331152
464,9157,1072,942,2014,114,2,1,3,1,9,2003,2003,486.0,Pave,174179.824771856
465,12633,1978,0,1978,52,2,0,2,1,7,2007,2007,920.0,Pave,171059.523675194
466,12518,1008,0,1008,0,1,0,3,1,6,1968,1968,384.0,Pave,183004.186769318
467,13383,1404,0,1404,16,2,0,3,1,7,1969,2000,504.0,Pave,183601.647387418
468,7689,796,0,796,0,1,0,2,1,4,1972,1972,336.0,Pave,163539.327185998
469,7706,1091,0,1091,0,1,0,2,1,5,1993,1996,429.0,Pave,164677.676391525
470,7669,883,0,883,32,1,0,2,1,5,1992,1993,698.0,Pave,162395.073865424
471,10429,624,663,1287,0,1,1,3,1,6,1992,1992,440.0,Pave,182207.6323195
472,10457,784,848,1632,173,1,1,4,1,7,1969,1969,898.0,Pave,192223.939790304
473,8702,926,678,1604,36,2,1,3,1,7,1997,1998,470.0,Pave,176391.829390125
474,8139,680,790,1470,49,2,1,3,1,7,1995,1996,420.0,Pave,181913.179121348
475,9535,926,678,1604,82,2,1,3,1,7,1998,1998,472.0,Pave,179136.097888261
476,15038,916,720,1636,84,2,1,3,1,7,1996,1996,386.0,Pave,196595.568243212
477,14137,1384,0,1384,39,2,0,3,1,7,1996,1997,404.0,Pave,194822.365690957
478,6264,1682,0,1682,0,1,1,1,1,6,1997,1997,528.0,Pave,148356.669440918
479,5070,1280,0,1280,82,2,0,2,1,5,1992,1992,506.0,Pave,160387.604263899
480,11184,932,701,1633,39,2,1,3,1,7,1998,1998,460.0,Pave,181276.500571809
481,14067,851,858,1709,40,2,1,3,1,7,1991,1991,416.0,Pave,192474.817899346
482,5950,1337,0,1337,73,2,0,2,1,5,1989,1989,462.0,Pave,157699.907796437
483,13543,1168,1332,2500,32,3,1,5,1,9,2005,2005,683.0,Pave,215785.540813051
484,15401,1884,0,1884,76,2,0,2,1,7,2004,2004,670.0,Pave,181824.300998793
485,31220,1474,0,1474,0,1,0,3,1,7,1952,1952,495.0,Pave,221813.00948166
486,8118,1710,0,1710,48,2,0,2,1,6,2007,2007,557.0,Pave,165281.292597397
488,12680,1688,0,1688,48,2,0,2,1,6,1988,1988,528.0,Pave,173154.590990955
489,10825,1260,0,1260,0,2,0,3,1,6,1983,1983,598.0,Pave,183884.65246539
490,18559,2064,0,2064,0,2,0,3,1,7,1978,1978,550.0,Pave,200210.353608489
491,14450,1782,0,1782,0,2,0,3,1,6,1979,1979,551.0,Pave,186599.221265342
492,13068,1211,0,1211,0,2,0,3,1,6,1976,1976,461.0,Pave,192718.532696106
493,10400,1277,767,2044,73,2,1,3,1,7,1980,1988,489.0,Pave,178628.665952764
494,9743,720,588,1308,0,1,1,3,1,7,1969,1969,484.0,Pave,180650.342418406
495,12511,1420,1420,2840,16,2,1,4,1,8,1978,1978,1314.0,Pave,206003.107947263
496,10400,1444,0,1444,24,2,0,2,1,5,1976,1976,473.0,Pave,166457.67844853
497,14311,1236,1104,2340,180,2,1,4,1,9,1996,1996,787.0,Pave,202916.221653487
498,9000,896,896,1792,45,2,2,4,2,8,1974,1974,480.0,Pave,192463.969983091
499,10295,936,0,936,0,1,0,2,1,4,1969,1969,288.0,Pave,171775.497189898
500,7560,864,0,864,0,1,0,3,1,5,1971,1971,576.0,Pave,175249.222149411
501,1680,483,504,987,0,1,1,2,1,5,1973,1973,264.0,Pave,147086.59893993
502,1890,483,504,987,0,1,1,2,1,5,1972,1972,352.0,Pave,149709.672100371
503,1680,630,672,1302,0,2,1,3,1,6,1972,1972,264.0,Pave,171411.404533743
504,2308,855,601,1456,0,2,1,4,1,7,1975,1975,460.0,Pave,178188.964799425
505,2529,1055,0,1055,38,2,0,2,1,4,1977,1977,440.0,Pave,156491.711373235
506,12704,1582,0,1582,95,2,0,3,1,7,2007,2007,905.0,Pave,180953.241201168
507,13693,2464,0,2464,78,2,1,4,1,9,2007,2007,650.0,Pave,203909.759061135
508,14418,1950,0,1950,207,2,0,2,1,7,2007,2007,706.0,Pave,175470.149087545
509,13418,1850,898,2748,182,2,1,4,1,9,2006,2006,850.0,Pave,205578.333622415
510,12539,1632,1158,2790,200,2,1,4,1,10,2005,2006,1150.0,Pave,199428.857699441
511,12151,1414,917,2331,63,2,1,3,1,9,2005,2005,1003.0,Pave,187599.163869476
512,8899,948,1140,2088,24,2,1,4,1,10,2007,2007,656.0,Pave,192265.198109864
513,10574,1170,1162,2332,142,2,1,4,1,9,2004,2004,756.0,Pave,196666.554897677
514,12720,2470,0,2470,65,1,1,1,1,7,2003,2003,789.0,Pave,155537.862252682
515,10845,1575,0,1575,28,2,0,2,1,7,2003,2004,732.0,Pave,169543.240620935
516,16900,1515,1134,2649,60,2,1,4,1,10,2001,2002,746.0,Pave,202487.010170501
517,16451,1804,886,2690,58,2,1,4,1,9,2003,2003,795.0,Pave,208232.716273485
518,10110,1866,0,1866,48,2,0,2,1,7,2008,2008,870.0,Pave,173621.195202569
519,12304,1367,0,1367,33,2,0,2,1,6,2005,2005,484.0,Pave,172414.608571812
520,8232,1800,0,1800,0,2,0,2,1,6,2007,2008,944.0,Pave,164400.75641556
521,6240,1342,0,1342,35,2,0,2,1,6,2006,2007,550.0,Pave,160480.424024781
522,6240,1342,0,1342,35,2,0,2,1,6,2006,2007,550.0,Pave,156060.853810389
523,2448,764,862,1626,27,2,1,2,1,6,2003,2004,474.0,Pave,157437.192820581
524,3940,1455,0,1455,20,2,0,2,1,6,2003,2003,644.0,Pave,158163.720929772
525,3940,1576,0,1576,20,2,0,2,1,7,2004,2004,668.0,Pave,154849.043268978
526,3710,1246,0,1246,24,2,0,2,1,5,2007,2008,428.0,Pave,152186.609341561
527,9024,813,702,1515,75,2,1,3,1,8,2004,2004,393.0,Pave,180340.215399228
528,8010,840,880,1720,48,2,1,3,1,7,2002,2003,400.0,Pave,178344.62451356
529,8396,847,1139,1986,48,2,1,4,1,9,2003,2003,434.0,Pave,190170.382266827
530,7301,1358,0,1358,26,2,0,2,1,6,2007,2008,484.0,Pave,168092.975480832
531,8220,1008,884,1892,0,2,1,3,1,8,2000,2001,431.0,Pave,178757.912566805
532,7750,707,707,1414,35,2,1,3,1,6,2002,2002,403.0,Pave,174518.256882082
533,12460,1037,1285,2322,44,2,1,4,1,8,1999,2000,400.0,Pave,198168.490116289
534,8390,873,778,1651,103,2,1,3,1,7,1999,1999,450.0,Pave,176882.693978902
535,9660,1182,1017,2199,131,2,1,3,1,9,1997,1997,516.0,Pave,183801.672896251
536,11000,1533,639,2172,153,2,1,4,1,8,2000,2000,687.0,Pave,196400.046680661
537,11675,2006,0,2006,33,2,0,2,1,5,1998,1998,938.0,Pave,172281.605004025
538,10990,1064,1061,2125,0,2,1,4,1,12,1996,1997,576.0,Pave,196380.366297173
539,11929,1251,1250,2501,87,2,1,4,1,9,1995,1995,751.0,Pave,198228.354306682
540,10010,1108,1089,2197,99,2,1,4,1,9,1993,1994,783.0,Pave,195556.581268962
541,13253,1578,0,1578,26,2,0,3,1,7,2006,2006,642.0,Pave,186453.264469043
542,9801,1341,520,1861,60,3,0,3,1,7,2007,2007,851.0,Pave,181869.381196234
543,9428,955,919,1874,108,2,1,3,1,8,2007,2008,880.0,Pave,175610.840124147
544,10037,1460,0,1460,20,2,0,3,1,6,2006,2007,480.0,Pave,183438.730800145
545,8640,1372,0,1372,113,2,0,3,1,6,2007,2008,588.0,Pave,179584.488673295
546,10625,1660,0,1660,120,2,0,3,1,7,2007,2007,660.0,Pave,182386.152242034
547,7500,1218,0,1218,168,2,0,2,1,6,2007,2008,462.0,Pave,160750.367237054
548,10110,835,861,1696,66,2,1,3,1,7,2003,2003,542.0,Pave,182477.505046008
549,12774,835,828,1663,68,2,1,3,1,8,2003,2004,478.0,Pave,187720.359207171
550,13072,1175,0,1175,90,1,0,3,1,6,2005,2006,0.0,Pave,187201.942081511
551,9260,1162,0,1162,32,2,0,3,1,6,2007,2007,483.0,Pave,176385.102235149
552,8453,754,855,1609,70,2,1,3,1,6,1995,1995,525.0,Pave,175901.787841278
553,8480,886,794,1680,96,2,1,3,1,7,1993,1994,474.0,Pave,182584.280198283
554,14565,832,825,1657,74,2,1,3,1,6,1994,1995,483.0,Pave,195664.686104237
555,8450,827,850,1677,68,2,1,3,1,7,2001,2001,627.0,Pave,181420.346494222
556,8285,844,893,1737,85,2,1,3,1,7,1992,1992,506.0,Pave,176676.04995228
557,9100,984,0,984,56,1,0,3,1,5,1963,1963,384.0,Pave,181594.678867334
558,8100,864,0,864,0,1,0,3,1,5,1961,2007,420.0,Pave,178521.747964951
559,8450,890,0,890,0,1,0,3,1,5,1968,1968,308.0,Pave,175895.883726231
560,6360,864,0,864,0,1,0,3,1,5,1963,1963,276.0,Pave,168468.005916477
561,19508,1430,0,1430,108,2,0,3,1,6,1974,1974,484.0,Pave,200973.129447888
562,10759,1001,640,1641,0,2,0,4,1,5,1972,1972,490.0,Pave,197030.641992202
563,9205,1364,1319,2683,251,2,1,4,1,9,1990,1991,473.0,Pave,192867.417844592
564,11025,1827,959,2786,49,2,1,4,1,10,1993,1994,636.0,Pave,196449.247639381
565,3435,1245,0,1245,100,2,0,1,1,5,2004,2005,495.0,Pave,141684.196398607
566,3180,600,600,1200,166,2,1,2,1,5,2005,2005,480.0,Pave,153353.334123901
567,3180,703,689,1392,102,2,0,2,1,5,2007,2007,540.0,Pave,151143.549016705
568,2280,757,792,1549,32,2,1,3,1,6,1999,1999,440.0,Pave,163753.087114229
569,4765,1638,0,1638,68,2,0,2,1,5,2000,2000,495.0,Pave,158682.460013921
570,4538,1310,0,1310,45,1,1,1,1,5,2001,2001,545.0,Pave,144959.835250915
571,4385,1419,0,1419,58,1,1,2,1,5,2001,2001,588.0,Pave,160144.390548579
572,4109,1557,0,1557,113,2,0,2,1,5,1999,2000,484.0,Pave,156286.534303521
573,2160,684,720,1404,0,2,1,3,1,5,1999,2000,462.0,Pave,165726.707619571
574,10646,872,917,1789,0,2,1,3,1,7,2001,2001,546.0,Pave,182427.481047359
575,2645,962,624,1586,0,2,1,3,1,7,1999,1999,480.0,Pave,173310.56154032
576,2645,962,645,1607,0,2,1,3,1,7,1999,2000,480.0,Pave,173310.56154032
577,3951,1469,924,2393,90,2,1,2,1,7,1998,1999,846.0,Pave,151556.01403002
578,11064,1239,0,1239,24,1,1,1,1,4,1995,1995,477.0,Pave,158908.146068683
579,24572,1599,1345,2944,70,2,2,3,1,9,1977,1977,864.0,Pave,209834.383092536
580,16280,1671,0,1671,90,3,0,3,1,6,1976,2007,550.0,Pave,192410.516550815
581,7500,952,860,1812,112,2,1,3,1,7,2002,2002,469.0,Pave,174026.247294886
582,11104,1427,0,1427,0,2,0,4,1,7,1969,1969,516.0,Pave,195499.830115336
583,11050,1740,0,1740,0,1,1,4,1,8,1968,1968,512.0,Pave,200918.018812493
584,15387,1620,0,1620,62,2,0,4,1,8,1967,1967,578.0,Pave,207243.616023976
585,9750,1625,0,1625,0,2,0,4,2,8,1965,1965,484.0,Pave,196149.783851876
586,8814,732,732,1464,40,1,1,4,1,7,1968,1968,470.0,Pave,192097.914850217
587,8125,925,0,925,0,1,0,3,1,5,1965,2005,576.0,Pave,178570.948923671
588,11072,1728,0,1728,0,2,0,6,2,10,1965,1965,576.0,Pave,228617.968325428
589,13355,845,825,1670,0,1,1,4,1,7,1971,1971,464.0,Pave,199929.884438451
590,7785,1014,0,1014,0,1,0,2,1,6,1956,1956,267.0,Pave,160206.365612859
591,9900,1114,0,1114,0,1,0,3,1,5,1961,1961,451.0,Pave,179854.431885567
592,11332,1118,0,1118,0,1,0,3,1,6,1960,2000,264.0,Pave,185987.340461822
593,4882,453,453,906,0,1,0,2,1,5,1937,1950,231.0,Pave,161122.505607926
594,9600,1496,0,1496,22,2,0,3,1,6,1960,1960,450.0,Pave,175949.342720138
595,9600,1337,0,1337,192,1,0,3,1,7,1950,2006,264.0,Pave,183683.590595324
596,7584,1036,0,1036,24,1,0,3,1,5,1953,1953,312.0,Pave,176401.34762338
597,14670,1104,884,1988,230,2,1,4,1,9,1966,1999,480.0,Pave,205832.532527897
598,8856,1176,0,1176,88,1,0,3,1,6,1957,1957,292.0,Pave,177799.799849436
599,9840,1440,0,1440,0,2,0,2,1,7,1959,1998,480.0,Pave,167565.362080406
600,13200,1570,0,1570,0,1,0,3,1,5,1958,1958,441.0,Pave,186348.958436557
601,10425,1104,0,1104,0,1,0,3,1,5,1956,1958,384.0,Pave,179782.759465081
602,11556,882,0,882,0,1,0,2,1,4,1952,1952,240.0,Pave,169837.623333323
603,9373,1152,0,1152,0,1,1,3,1,6,1953,1953,636.0,Pave,178817.275675758
604,12774,950,0,950,32,1,0,2,1,5,1953,1953,400.0,Pave,174444.479149339
605,14250,1790,0,1790,40,2,0,3,1,6,1957,1957,540.0,Pave,192834.968917174
606,8838,1764,0,1764,72,2,1,4,1,7,1957,1982,301.0,Pave,196564.717984981
607,12436,1824,0,1824,0,2,0,5,2,9,1957,1957,484.0,Pave,206977.567039357
